T (K),"-CH3,neutral","-CH3,P-based","-CH3,N-based","-CH3,anion-based",-CH2-neutral,-CH2-P-based,-CH2-N-based,-CH2-anion-based,>CH-,>C<,-OH,-O-,-COOH,-COO-,-NH2,-NH-,>N-cation-based,>N-anion-based,>N-neutral,-CN,-F,-Br,-I,-Pcation-based,-Panion-based,-B,-S-, -SO2,=CH-, =C<, -O-, =N-
377.62,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
379.62,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
381.64,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
383.61,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
385.58,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
387.53,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
389.53,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
391.51,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
393.45,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
395.45,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
397.44,1,0,1,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2
190,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
200,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
210,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
220,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
230,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
240,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
250,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
260,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
270,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
272.03,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
272.03,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
280,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
290,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
298.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
300,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
310,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
320,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
330,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
340,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
350,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
360,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
370,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
298,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
323,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
323.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
328.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
333.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
338.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
343.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
348.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
353.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
358.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
363.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
368.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
373.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
378.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
383.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
388.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
393.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
398.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
403.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
408.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
413.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
318.17,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
323.13,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
328.14,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
333.16,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
338.16,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
343.17,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
348.18,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
353.13,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
358.12,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
363.16,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
368.18,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
373.13,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
378.13,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
383.17,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
388.16,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
393.14,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
398.18,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
403.16,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
408.13,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
413.16,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
418.13,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
320.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
325.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
330.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
335.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
340.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
345.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
350.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
355.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
360.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
365.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
370.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
375.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
380.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
385.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
390.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
395.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
400.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
405.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
410.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
415.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
420.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
425.15,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
196,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
196,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
198,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
198,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
200,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
200,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
206,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
208,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
210,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
212,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
214,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
216,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
218,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
220,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
222,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
224,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
226,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
228,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
256,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
258,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
258,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
260,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
260,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
260,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
262,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
262,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
262,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
264,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
264,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
266,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
266,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
266,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
268,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
268,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
268,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
270,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
270,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
270,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
272,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
272,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
272,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
274,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
274,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
274,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
276,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
276,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
276,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
278,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
278,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
278,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
280,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
280,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
280,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
282,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
282,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
282,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
284,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
284,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
284,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
286,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
286,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
286,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
288,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
288,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
288,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
290,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
290,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
290,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
290,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
292,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
292,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
292,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
292,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
292,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
294,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
294,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
294,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
294,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
294,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
296,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
296,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
296,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
296,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
296,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
298,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
298,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
298,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
298,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
298,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
300,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
300,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
300,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
300,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
300,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
305,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
305,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
305,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
305,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
305,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
310,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
310,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
310,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
310,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
310,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
315,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
315,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
315,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
315,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
315,1,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,3,0,0,2
